history,horizon,station,seed,block,base_rmse,base_mae,base_smape_percent,spatial_rmse,spatial_mae,spatial_smape_percent,rmse_reduction_percent
24,1,9038,7002,2,7.090767259464442,5.077554757099206,23.55045634323875,6.703544304285522,4.890757416727876,22.945961944377206,5.460945776524709
24,1,9038,7002,3,6.527079373959125,4.994037628173828,15.465366776497891,6.1644461178685,4.733922059195383,14.692930024393439,5.5558272745603645
24,1,9038,7002,4,6.260206853277557,4.676214893886021,18.37652849841095,5.868974094996769,4.411062137058803,17.35572815657966,6.249518066259367
24,1,9038,7002,5,9.726514816059236,6.33509640284947,14.652642137946941,9.411584999807724,6.166594521658761,13.995135028273129,3.2378485223868494
24,1,9038,7003,1,7.291805778116252,4.63501578514729,16.924795349906624,7.038061118765043,4.723402414117749,17.60951757095472,3.4798603675475452
24,1,9038,7003,2,7.095070137680977,5.066433659306279,23.62428865772159,6.702674478279341,4.830453600978579,22.422153689114616,5.530539540654781
24,1,9038,7003,3,6.452752261858251,4.968555951799665,15.546755671473091,6.1642027838201665,4.720235813685826,14.713036382056774,4.471727199937295
24,1,9038,7003,4,6.230692176955761,4.695598852975028,18.42146982816479,5.804220465368045,4.393122264317104,17.117379329860377,6.844692362832858
24,1,9038,7003,5,9.402031959972975,6.157556266784668,14.269175717203723,9.151272724402254,5.982851660592216,13.634217585796016,2.667074911447562
24,1,9038,7004,1,7.248067170847582,4.635503226463948,16.8562156347737,6.974142879657799,4.678752117565283,17.35826391996662,3.779273628858368
24,1,9038,7004,2,7.06831461309491,5.08115072875281,23.511291606013163,6.699323975700424,4.861079664311857,22.440480712334022,5.220348238473792
24,1,9038,7004,3,6.520750331720436,5.028917704990932,15.73259653000289,6.212489248444546,4.777540452139718,14.916936163338274,4.727386690092113
24,1,9038,7004,4,6.261320746435111,4.686354598999023,18.411663008904725,5.831262589760352,4.378804397583008,17.11600772254527,6.8684894783518695
24,1,9038,7004,5,9.509834878662732,6.0794436046055385,14.012351550420654,9.285203998896575,5.97473010471889,13.559723652473702,2.3620902216731627
24,1,9038,7005,1,7.229194921053577,4.590520992920668,16.810957269243087,6.922779550040107,4.5909624478868025,17.149196268429556,4.238582226094041
24,1,9038,7005,2,7.092154457271721,5.0361110002566605,23.422045707065056,6.7197032103552194,4.851425524111147,22.452949179878573,5.251595254452193
24,1,9038,7005,3,6.4806484714989665,4.996219318934849,15.667369970305414,6.144617842955819,4.688970467703683,14.690408754889962,5.185138956710359
24,1,9038,7005,4,6.220398699871586,4.670832661220006,18.332701976354176,5.771940884203423,4.331442162649972,16.901313855882925,7.209470603185302
24,1,9038,7005,5,9.477024530969732,6.102343455723354,14.148874830886712,9.230131378725735,5.925738786969866,13.541238920331288,2.605175827467588
24,1,9039,7001,1,4.85995876624705,3.26183387336381,8.750031355846104,4.859992425089366,3.2535521830987495,8.731628385327062,-0.0006925746479527991
24,1,9039,7001,2,4.710913339082814,3.0186239606634504,10.076315004167686,4.679420899997081,3.0090936894430396,10.121187856095144,0.6684996479231471
24,1,9039,7001,3,6.023637371467631,3.541000289916992,8.03998810320293,6.010282926803168,3.5437260600498743,8.030629283600252,0.22170067420923398
24,1,9039,7001,4,4.836404875650326,2.7199657494681224,8.099753270939567,4.808568262581174,2.6963503701346263,8.024279750887981,0.5755641594296731
24,1,9039,7001,5,8.194183590187286,4.740070789882115,9.29937112169571,8.171703356696126,4.7312422943115235,9.278777925010193,0.27434378597620185
24,1,9039,7002,1,4.737875728122576,3.154226291434845,8.434579042874292,4.73228828038652,3.133499460482816,8.432472064129145,0.11793149623767221
24,1,9039,7002,2,4.580959564464321,2.910452742182631,9.73964463064158,4.440662221460502,2.8979696833510005,10.262411846383632,3.062619109152176
24,1,9039,7002,3,5.96608175653305,3.45369202205113,7.893011418112474,5.969939660396513,3.5323473412649973,8.013939370616143,-0.06466394563295699
24,1,9039,7002,4,4.85193579750178,2.7031805528913226,8.02323658222984,4.726711127027412,2.666466347830636,8.189186026868384,2.5809218361637387
24,1,9039,7002,5,8.109934614132001,4.613925770350865,9.103852894081879,8.051061776473466,4.65814208984375,9.212063831849669,0.7259348004599981
24,1,9039,7003,1,4.7229750111581685,3.171903242758655,8.542198753672784,4.656555245894291,3.144052383002885,8.520528559284498,1.4063120195842485
24,1,9039,7003,2,4.55857090551485,2.904914073455028,9.67997186823811,4.411847108743475,2.8895336596714465,10.188797956893774,3.218635835934281
24,1,9039,7003,3,5.883321585378566,3.420802824837821,7.818542782824331,5.9058484450532776,3.484281087602888,7.8547862171190115,-0.3828935635729388
24,1,9039,7003,4,4.7918068966970315,2.682786532810756,7.981659209988654,4.667474204637212,2.657617280142648,8.176990420384103,2.5946932908653104
24,1,9039,7003,5,8.212143464896215,4.648548415047782,9.09883055110677,8.191380318095947,4.701831833975656,9.20013798404232,0.2528346818223892
24,1,9039,7004,1,4.891804983067247,3.2865932826237576,8.84747094309884,4.892171276594789,3.2649225707447855,8.790608280396224,-0.007487901271826422
24,1,9039,7004,2,4.681588941800338,3.030393720012784,10.375918082441055,4.565788258368915,2.9618530001735417,10.280247228659007,2.473533769645541
24,1,9039,7004,3,6.059464271487128,3.5686061150687083,8.131311799793467,6.031387063528835,3.565573479788644,8.076778811001867,0.46336122634488547
24,1,9039,7004,4,4.830413754806521,2.78484377179827,8.361038395662213,4.742171234783157,2.716986961364746,8.21037283437351,1.8268107972232819
